LineName,TrainNumber,StationCode,Direction,Destination
R,1,R33,backward,R01
R,2,R28,backward,R01
R,3,R14,forward,R43
R,4,R10,forward,R43
B,5,B34,backward,B01
B,6,B29,backward,B01
B,7,B13,forward,B44
B,8,B09,forward,B44
G,9,G08,backward,G01
G,10,G03,backward,G01
G,11,G24,forward,G33
G,12,G20,forward,G33
