LineName,TrainNumber,StationCode,Direction,Destination
R,1,R35,backward,R01
R,2,R30,backward,R01
R,3,R02,forward,R43
R,4,R03,backward,R01
B,5,B41,forward,B44
B,6,B43,backward,B01
B,7,B12,backward,B01
B,8,B16,backward,B01
G,9,G28,backward,G01
G,10,G23,backward,G01
G,11,G01,backward,G01
G,12,G05,backward,G01
