LineName,TrainNumber,StationCode,Direction,Destination
R,1,R02,backward,R01
R,2,R04,forward,R43
R,3,R42,backward,R01
R,4,R41,forward,R43
B,5,B10,backward,B01
B,6,B05,backward,B01
B,7,B28,forward,B44
B,8,B24,forward,B44
G,9,G18,backward,G01
G,10,G13,backward,G01
G,11,G17,forward,G33
G,12,G13,forward,G33
