LineName,TrainNumber,StationCode,Direction,Destination
R,1,R03,backward,R01
R,2,R03,forward,R43
R,3,R43,backward,R01
R,4,R40,forward,R43
B,5,B04,backward,B01
B,6,B02,forward,B44
B,7,B43,forward,B44
B,8,B39,forward,B44
G,9,G23,forward,G33
G,10,G28,forward,G33
G,11,G13,backward,G01
G,12,G17,backward,G01
