LineName,TrainNumber,StationCode,Direction,Destination
R,1,R13,forward,R43
R,2,R18,forward,R43
R,3,R37,backward,R01
R,4,R41,backward,R01
B,5,B08,backward,B01
B,6,B03,backward,B01
B,7,B33,forward,B44
B,8,B29,forward,B44
G,9,G33,forward,G33
G,10,G29,backward,G01
G,11,G01,backward,G01
G,12,G05,backward,G01
