LineName,TrainNumber,StationCode,Direction,Destination
R,1,R13,forward,R43
R,2,R18,forward,R43
R,3,R28,backward,R01
R,4,R32,backward,R01
B,5,B14,forward,B44
B,6,B19,forward,B44
B,7,B29,backward,B01
B,8,B33,backward,B01
G,9,G18,forward,G33
G,10,G23,forward,G33
G,11,G18,backward,G01
G,12,G22,backward,G01
