LineName,TrainNumber,StationCode,Direction,Destination
R,1,R40,backward,R01
R,2,R35,backward,R01
R,3,R03,backward,R01
R,4,R07,backward,R01
B,5,B27,forward,B44
B,6,B32,forward,B44
B,7,B22,backward,B01
B,8,B26,backward,B01
G,9,G01,forward,G33
G,10,G06,forward,G33
G,11,G33,backward,G01
G,12,G30,forward,G33
