LineName,TrainNumber,StationCode,Direction,Destination
R,1,R05,forward,R43
R,2,R10,forward,R43
R,3,R35,backward,R01
R,4,R39,backward,R01
B,5,B12,backward,B01
B,6,B07,backward,B01
B,7,B37,forward,B44
B,8,B33,forward,B44
G,9,G27,backward,G01
G,10,G22,backward,G01
G,11,G04,forward,G33
G,12,G01,backward,G01
