LineName,TrainNumber,StationCode,Direction,Destination
R,1,R38,forward,R43
R,2,R43,forward,R43
R,3,R08,backward,R01
R,4,R12,backward,R01
B,5,B31,backward,B01
B,6,B26,backward,B01
B,7,B16,forward,B44
B,8,B12,forward,B44
G,9,G17,forward,G33
G,10,G22,forward,G33
G,11,G18,backward,G01
G,12,G22,backward,G01
