LineName,TrainNumber,StationCode,Direction,Destination
R,1,R23,backward,R01
R,2,R18,backward,R01
R,3,R24,forward,R43
R,4,R20,forward,R43
B,5,B39,backward,B01
B,6,B34,backward,B01
B,7,B07,forward,B44
B,8,B03,forward,B44
G,9,G07,forward,G33
G,10,G12,forward,G33
G,11,G27,backward,G01
G,12,G31,backward,G01
