LineName,TrainNumber,StationCode,Direction,Destination
R,1,R05,backward,R01
R,2,R01,forward,R43
R,3,R39,forward,R43
R,4,R35,forward,R43
B,5,B22,backward,B01
B,6,B17,backward,B01
B,7,B26,forward,B44
B,8,B22,forward,B44
G,9,G07,forward,G33
G,10,G12,forward,G33
G,11,G30,backward,G01
G,12,G33,forward,G33
