LineName,TrainNumber,StationCode,Direction,Destination
R,1,R05,backward,R01
R,2,R01,forward,R43
R,3,R38,forward,R43
R,4,R34,forward,R43
B,5,B08,backward,B01
B,6,B03,backward,B01
B,7,B33,forward,B44
B,8,B29,forward,B44
G,9,G16,backward,G01
G,10,G11,backward,G01
G,11,G22,forward,G33
G,12,G18,forward,G33
