LineName,TrainNumber,StationCode,Direction,Destination
R,1,R23,backward,R01
R,2,R18,backward,R01
R,3,R20,forward,R43
R,4,R16,forward,R43
B,5,B42,forward,B44
B,6,B42,backward,B01
B,7,B01,forward,B44
B,8,B04,backward,B01
G,9,G23,forward,G33
G,10,G28,forward,G33
G,11,G11,backward,G01
G,12,G15,backward,G01
