LineName,TrainNumber,StationCode,Direction,Destination
R,1,R07,forward,R43
R,2,R12,forward,R43
R,3,R34,backward,R01
R,4,R38,backward,R01
B,5,B06,forward,B44
B,6,B11,forward,B44
B,7,B37,backward,B01
B,8,B41,backward,B01
G,9,G32,forward,G33
G,10,G30,backward,G01
G,11,G04,backward,G01
G,12,G08,backward,G01
