LineName,TrainNumber,StationCode,Direction,Destination
R,1,R16,forward,R43
R,2,R21,forward,R43
R,3,R35,backward,R01
R,4,R39,backward,R01
B,5,B05,forward,B44
B,6,B10,forward,B44
B,7,B41,forward,B44
B,8,B37,forward,B44
G,9,G03,forward,G33
G,10,G08,forward,G33
G,11,G30,forward,G33
G,12,G26,forward,G33
