LineName,TrainNumber,StationCode,Direction,Destination
R,1,R26,backward,R01
R,2,R21,backward,R01
R,3,R11,forward,R43
R,4,R07,forward,R43
B,5,B27,backward,B01
B,6,B22,backward,B01
B,7,B10,forward,B44
B,8,B06,forward,B44
G,9,G07,backward,G01
G,10,G02,backward,G01
G,11,G21,forward,G33
G,12,G17,forward,G33
