LineName,TrainNumber,StationCode,Direction,Destination
R,1,R14,backward,R01
R,2,R09,backward,R01
R,3,R33,forward,R43
R,4,R29,forward,R43
B,5,B20,backward,B01
B,6,B15,backward,B01
B,7,B18,forward,B44
B,8,B14,forward,B44
G,9,G17,forward,G33
G,10,G22,forward,G33
G,11,G16,backward,G01
G,12,G20,backward,G01
