LineName,TrainNumber,StationCode,Direction,Destination
R,1,R23,forward,R43
R,2,R28,forward,R43
R,3,R21,backward,R01
R,4,R25,backward,R01
B,5,B10,forward,B44
B,6,B15,forward,B44
B,7,B32,backward,B01
B,8,B36,backward,B01
G,9,G07,backward,G01
G,10,G02,backward,G01
G,11,G24,forward,G33
G,12,G20,forward,G33
