LineName,TrainNumber,StationCode,Direction,Destination
R,1,R13,forward,R43
R,2,R18,forward,R43
R,3,R28,backward,R01
R,4,R32,backward,R01
B,5,B04,backward,B01
B,6,B02,forward,B44
B,7,B42,forward,B44
B,8,B38,forward,B44
G,9,G25,backward,G01
G,10,G20,backward,G01
G,11,G09,forward,G33
G,12,G05,forward,G33
