LineName,TrainNumber,StationCode,Direction,Destination
R,1,R31,backward,R01
R,2,R26,backward,R01
R,3,R16,forward,R43
R,4,R12,forward,R43
B,5,B40,forward,B44
B,6,B44,backward,B01
B,7,B04,backward,B01
B,8,B08,backward,B01
G,9,G19,forward,G33
G,10,G24,forward,G33
G,11,G15,backward,G01
G,12,G19,backward,G01
