LineName,TrainNumber,StationCode,Direction,Destination
R,1,R37,backward,R01
R,2,R32,backward,R01
R,3,R10,forward,R43
R,4,R06,forward,R43
B,5,B43,backward,B01
B,6,B38,backward,B01
B,7,B06,backward,B01
B,8,B10,backward,B01
G,9,G07,backward,G01
G,10,G02,backward,G01
G,11,G28,forward,G33
G,12,G24,forward,G33
