LineName,TrainNumber,StationCode,Direction,Destination
R,1,R10,backward,R01
R,2,R05,backward,R01
R,3,R34,forward,R43
R,4,R30,forward,R43
B,5,B24,forward,B44
B,6,B29,forward,B44
B,7,B22,backward,B01
B,8,B26,backward,B01
G,9,G21,forward,G33
G,10,G26,forward,G33
G,11,G11,backward,G01
G,12,G15,backward,G01
