LineName,TrainNumber,StationCode,Direction,Destination
R,1,R12,forward,R43
R,2,R17,forward,R43
R,3,R38,backward,R01
R,4,R42,backward,R01
B,5,B06,backward,B01
B,6,B01,backward,B01
B,7,B32,forward,B44
B,8,B28,forward,B44
G,9,G12,backward,G01
G,10,G07,backward,G01
G,11,G21,forward,G33
G,12,G17,forward,G33
