LineName,TrainNumber,StationCode,Direction,Destination
R,1,R09,backward,R01
R,2,R04,backward,R01
R,3,R35,forward,R43
R,4,R31,forward,R43
B,5,B24,backward,B01
B,6,B19,backward,B01
B,7,B24,forward,B44
B,8,B20,forward,B44
G,9,G18,backward,G01
G,10,G13,backward,G01
G,11,G13,forward,G33
G,12,G09,forward,G33
