LineName,TrainNumber,StationCode,Direction,Destination
R,1,R02,backward,R01
R,2,R04,forward,R43
R,3,R41,forward,R43
R,4,R37,forward,R43
B,5,B05,backward,B01
B,6,B01,forward,B44
B,7,B36,forward,B44
B,8,B32,forward,B44
G,9,G13,backward,G01
G,10,G08,backward,G01
G,11,G25,forward,G33
G,12,G21,forward,G33
