LineName,TrainNumber,StationCode,Direction,Destination
R,1,R06,backward,R01
R,2,R01,backward,R01
R,3,R32,forward,R43
R,4,R28,forward,R43
B,5,B21,backward,B01
B,6,B16,backward,B01
B,7,B17,forward,B44
B,8,B13,forward,B44
G,9,G18,forward,G33
G,10,G23,forward,G33
G,11,G17,backward,G01
G,12,G21,backward,G01
