LineName,TrainNumber,StationCode,Direction,Destination
R,1,R06,backward,R01
R,2,R01,backward,R01
R,3,R34,forward,R43
R,4,R30,forward,R43
B,5,B23,backward,B01
B,6,B18,backward,B01
B,7,B21,forward,B44
B,8,B17,forward,B44
G,9,G02,forward,G33
G,10,G07,forward,G33
G,11,G32,forward,G33
G,12,G28,forward,G33
