LineName,TrainNumber,StationCode,Direction,Destination
R,1,R34,backward,R01
R,2,R29,backward,R01
R,3,R01,forward,R43
R,4,R04,backward,R01
B,5,B34,forward,B44
B,6,B39,forward,B44
B,7,B17,backward,B01
B,8,B21,backward,B01
G,9,G16,backward,G01
G,10,G11,backward,G01
G,11,G17,forward,G33
G,12,G13,forward,G33
