LineName,TrainNumber,StationCode,Direction,Destination
R,1,R42,backward,R01
R,2,R37,backward,R01
R,3,R05,forward,R43
R,4,R01,forward,R43
B,5,B29,forward,B44
B,6,B34,forward,B44
B,7,B15,backward,B01
B,8,B19,backward,B01
G,9,G08,forward,G33
G,10,G13,forward,G33
G,11,G26,backward,G01
G,12,G30,backward,G01
