LineName,TrainNumber,StationCode,Direction,Destination
R,1,R22,backward,R01
R,2,R17,backward,R01
R,3,R25,forward,R43
R,4,R21,forward,R43
B,5,B38,backward,B01
B,6,B33,backward,B01
B,7,B08,forward,B44
B,8,B04,forward,B44
G,9,G08,forward,G33
G,10,G13,forward,G33
G,11,G26,backward,G01
G,12,G30,backward,G01
