LineName,TrainNumber,StationCode,Direction,Destination
R,1,R02,forward,R43
R,2,R07,forward,R43
R,3,R43,backward,R01
R,4,R40,forward,R43
B,5,B20,backward,B01
B,6,B15,backward,B01
B,7,B27,forward,B44
B,8,B23,forward,B44
G,9,G19,backward,G01
G,10,G14,backward,G01
G,11,G16,forward,G33
G,12,G12,forward,G33
